body_type,body_type_name,local_body_code,local_body_name,assembly_constituency_no,assembly_constituency,mapped_wards_in_constituency,total_mapped_wards,dominant_share,split_constituencies,udf_wins,ldf_wins,nda_wins,oth_wins,ruling_front,ruling_front_count,second_front,second_front_count,third_front,third_front_count
G,Grama Panchayat,G14037,Pilicode Grama Panchayat,5,Thrikaripur,18,18,1.0000,1,0,18,0,0,LDF,18,,,,
G,Grama Panchayat,G14038,Thrikkarippur Grama Panchayat,5,Thrikaripur,23,23,1.0000,1,20,3,0,0,UDF,20,LDF,3,,
M,Municipality,M01001,Neyyattinkara Municipality,140,Neyyattinkara,39,46,0.8478,2,12,25,7,2,LDF,25,UDF,12,NDA,7
M,Municipality,M01002,Nedumangad Municipality,130,Nedumangad,24,42,0.5714,2,10,29,3,0,LDF,29,UDF,10,NDA,3
M,Municipality,M01003,Attingal Municipality,128,Attingal,27,32,0.8438,2,7,16,7,2,LDF,16,UDF,7,NDA,7
M,Municipality,M01004,Varkala Municipality,127,Varkala,34,34,1.0000,1,6,16,10,2,LDF,16,NDA,10,UDF,6
M,Municipality,M02005,Paravoor Municipality,126,Chathannoor,31,31,1.0000,1,5,20,6,1,LDF,20,NDA,6,UDF,5
M,Municipality,M02006,Punalur Municipality,121,Punalur,36,36,1.0000,1,14,21,1,0,LDF,21,UDF,14,NDA,1
M,Municipality,M02007,Karunagappally Municipality,116,Karunagapally,37,37,1.0000,1,19,12,6,0,UDF,19,LDF,12,NDA,6
M,Municipality,M02087,Kottarakara Municipality,119,Kottarakkara,30,30,1.0000,1,7,17,5,1,LDF,17,UDF,7,NDA,5
M,Municipality,M03008,Adoor Municipality,115,Adoor,29,29,1.0000,1,16,8,4,1,UDF,16,LDF,8,NDA,4
M,Municipality,M03009,Pathanamthitta Municipality,113,Aranmula,33,33,1.0000,1,17,12,1,3,UDF,17,LDF,12,OTH,3
M,Municipality,M03010,Thiruvalla Municipality,111,Thiruvalla,39,39,1.0000,1,18,11,7,3,UDF,18,LDF,11,NDA,7
M,Municipality,M03061,Pandalam Municipality,115,Adoor,34,34,1.0000,1,11,14,9,0,LDF,14,UDF,11,NDA,9
M,Municipality,M04011,Kayamkulam Municipality,108,Kayamkulam,45,45,1.0000,1,21,13,5,6,UDF,21,LDF,13,OTH,6
M,Municipality,M04012,Mavelikkara Municipality,109,Mavelikara,22,28,0.7857,2,15,4,8,1,UDF,15,NDA,8,LDF,4
M,Municipality,M04013,Chengannur Municipality,110,Chengannur,26,26,1.0000,1,13,5,6,3,UDF,13,NDA,6,LDF,5
M,Municipality,M04014,Alappuzha Municipality,104,Alappuzha,28,53,0.5283,2,23,22,5,3,UDF,23,LDF,22,NDA,5
M,Municipality,M04015,Cherthala Municipality,103,Cherthala,36,36,1.0000,1,10,20,4,2,LDF,20,UDF,10,NDA,4
M,Municipality,M04062,Haripad Municipality,107,Haripad,30,30,1.0000,1,16,7,6,1,UDF,16,LDF,7,NDA,6
M,Municipality,M05016,Changanassery Municipality,99,Changanassery,37,37,1.0000,1,13,9,8,7,UDF,13,LDF,9,NDA,8
M,Municipality,M05017,Kottayam Municipality,97,Kottayam,53,53,1.0000,1,31,15,6,1,UDF,31,LDF,15,NDA,6
M,Municipality,M05018,Vaikom Municipality,95,Vaikom,27,27,1.0000,1,13,7,3,4,UDF,13,LDF,7,OTH,4
M,Municipality,M05019,Pala Municipality,93,Pala,26,26,1.0000,1,10,11,0,5,LDF,11,UDF,10,OTH,5
M,Municipality,M05063,Ettumanoor Municipality,96,Ettumanoor,36,36,1.0000,1,20,5,6,5,UDF,20,NDA,6,LDF,5
M,Municipality,M05064,Erattupetta Municipality,101,Poonjar,29,29,1.0000,1,8,7,0,14,OTH,14,UDF,8,LDF,7
M,Municipality,M06020,Thodupuzha Municipality,90,Thodupuzha,38,38,1.0000,1,19,3,9,7,UDF,19,NDA,9,OTH,7
M,Municipality,M06065,Kattappana Municipality,91,Idukki,35,35,1.0000,1,20,12,0,3,UDF,20,LDF,12,OTH,3
M,Municipality,M07021,Thrippunithura Municipality,81,Thrippunithura,40,53,0.7547,3,12,20,21,0,NDA,21,LDF,20,UDF,12
M,Municipality,M07022,Muvattupuzha Municipality,86,Muvattupuzha,30,30,1.0000,1,17,7,1,5,UDF,17,LDF,7,OTH,5
M,Municipality,M07023,Kothamangalam Municipality,87,Kothamangalam,33,33,1.0000,1,20,4,1,8,UDF,20,OTH,8,LDF,4
M,Municipality,M07024,Perumbavoor Municipality,74,Perumbavoor,29,29,1.0000,1,14,8,2,5,UDF,14,LDF,8,OTH,5
M,Municipality,M07025,Aluva Municipality,76,Aluva,26,26,1.0000,1,16,2,4,4,UDF,16,NDA,4,OTH,4
M,Municipality,M07026,Kalamassery Municipality,77,Kalamassery,46,46,1.0000,1,28,11,1,6,UDF,28,LDF,11,OTH,6
M,Municipality,M07028,Angamaly Municipality,75,Angamaly,31,31,1.0000,1,12,9,2,8,UDF,12,LDF,9,OTH,8
M,Municipality,M07029,Eloor Municipality,77,Kalamassery,32,32,1.0000,1,11,7,5,9,UDF,11,OTH,9,LDF,7
M,Municipality,M07030,Thrikkakara Municipality,83,Thrikkakara,34,48,0.7083,2,26,15,0,7,UDF,26,LDF,15,OTH,7
M,Municipality,M07031,Maradu Municipality,81,Thrippunithura,35,35,1.0000,1,19,7,0,9,UDF,19,OTH,9,LDF,7
M,Municipality,M07066,Piravom Municipality,85,Piravom,24,24,1.0000,1,21,1,1,5,UDF,21,OTH,5,LDF,1
M,Municipality,M07067,Koothattukulam Municipality,85,Piravom,26,26,1.0000,1,16,8,0,2,UDF,16,LDF,8,OTH,2
M,Municipality,M08032,Chalakudy Municipality,72,Chalakudy,37,37,1.0000,1,21,5,1,10,UDF,21,OTH,10,LDF,5
M,Municipality,M08033,Irinjalakuda Municipality,70,Irinjalakuda,43,43,1.0000,1,22,12,6,3,UDF,22,LDF,12,NDA,6
M,Municipality,M08034,Kodungallur Municipality,73,Kodungallur,46,46,1.0000,1,3,25,18,0,LDF,25,NDA,18,UDF,3
M,Municipality,M08035,Chavakkad Municipality,63,Guruvayur,33,33,1.0000,1,11,20,0,2,LDF,20,UDF,11,OTH,2
M,Municipality,M08036,Guruvayoor Municipality,63,Guruvayur,33,46,0.7174,2,16,23,2,5,LDF,23,UDF,16,OTH,5
M,Municipality,M08037,Kunnamkulam Municipality,62,Kunnamkulam,39,39,1.0000,1,9,18,7,5,LDF,18,UDF,9,NDA,7
M,Municipality,M08068,Wadakanchery Municipality,65,Wadakkanchery,41,42,0.9762,2,17,22,2,1,LDF,22,UDF,17,NDA,2
M,Municipality,M09038,Shoranur Municipality,51,Shornur,35,35,1.0000,1,5,17,12,1,LDF,17,NDA,12,UDF,5
M,Municipality,M09039,Ottappalam Municipality,52,Ottapalam,38,39,0.9744,2,7,19,12,1,LDF,19,NDA,12,UDF,7
M,Municipality,M09040,Palakkad Municipality,56,Palakkad,51,53,0.9623,2,17,8,25,3,NDA,25,UDF,17,LDF,8
M,Municipality,M09041,ChitturThathamangalam Municipality,58,Chittur,30,30,1.0000,1,19,6,0,5,UDF,19,LDF,6,OTH,5
M,Municipality,M09069,Pattambi Municipality,50,Pattambi,29,29,1.0000,1,15,7,1,6,UDF,15,LDF,7,OTH,6
M,Municipality,M09070,Cherpulassery Municipality,51,Shornur,33,33,1.0000,1,12,11,1,9,UDF,12,LDF,11,OTH,9
M,Municipality,M09071,Mannarkad Municipality,54,Mannarkkad,30,30,1.0000,1,17,4,1,8,UDF,17,OTH,8,LDF,4
M,Municipality,M10042,Ponnani Municipality,48,Ponnani,51,51,1.0000,1,16,31,2,4,LDF,31,UDF,16,OTH,4
M,Municipality,M10043,Tirur Municipality,45,Tirur,40,40,1.0000,1,28,7,1,4,UDF,28,LDF,7,OTH,4
M,Municipality,M10044,Perinthalmanna Municipality,38,Perinthalmanna,37,37,1.0000,1,15,14,0,8,UDF,15,LDF,14,OTH,8
M,Municipality,M10045,Malappuram Municipality,40,Malappuram,45,45,1.0000,1,35,6,0,4,UDF,35,LDF,6,OTH,4
M,Municipality,M10046,Manjeri Municipality,37,Manjeri,53,53,1.0000,1,34,11,1,7,UDF,34,LDF,11,OTH,7
M,Municipality,M10047,Kottakkal Municipality,46,Kottakkal,35,35,1.0000,1,25,5,2,3,UDF,25,LDF,5,OTH,3
M,Municipality,M10048,Nilambur Municipality,35,Nilambur,36,36,1.0000,1,26,6,0,4,UDF,26,LDF,6,OTH,4
M,Municipality,M10072,Tanur Municipality,44,Tanur,43,43,1.0000,1,31,0,8,6,UDF,31,NDA,8,OTH,6
M,Municipality,M10073,Parappanangadi Municipality,43,Tirurangadi,46,46,1.0000,1,33,3,3,7,UDF,33,OTH,7,LDF,3
M,Municipality,M10074,Valanchery Municipality,46,Kottakkal,34,34,1.0000,1,25,2,0,7,UDF,25,OTH,7,LDF,2
M,Municipality,M10075,Tirurangadi Municipality,43,Tirurangadi,39,40,0.9750,2,34,1,0,5,UDF,34,OTH,5,LDF,1
M,Municipality,M10088,Kondotty Municipality,33,Kondotty,41,41,1.0000,1,31,2,0,8,UDF,31,OTH,8,LDF,2
M,Municipality,M11049,Koyilandy Municipality,23,Koyilandy,40,46,0.8696,2,19,22,4,1,LDF,22,UDF,19,NDA,4
M,Municipality,M11050,Vatakara Municipality,20,Vatakara,48,48,1.0000,1,15,28,3,2,LDF,28,UDF,15,NDA,3
M,Municipality,M11076,Payyoli Municipality,23,Koyilandy,37,37,1.0000,1,21,14,1,1,UDF,21,LDF,14,NDA,1
M,Municipality,M11077,Ramanattukara Municipality,29,Beypore,32,32,1.0000,1,22,9,0,1,UDF,22,LDF,9,OTH,1
M,Municipality,M11078,Koduvally Municipality,31,Koduvally,37,37,1.0000,1,21,3,0,13,UDF,21,OTH,13,LDF,3
M,Municipality,M11079,Mukkam Municipality,32,Thiruvambady,32,34,0.9412,2,10,16,1,7,LDF,16,UDF,10,OTH,7
M,Municipality,M11080,Feroke Municipality,29,Beypore,39,39,1.0000,1,23,15,1,0,UDF,23,LDF,15,NDA,1
M,Municipality,M12051,Kalpetta Municipality,19,Kalpetta,30,30,1.0000,1,8,15,2,5,LDF,15,UDF,8,OTH,5
M,Municipality,M12081,Mananthavady Municipality,17,Mananthavady,37,37,1.0000,1,21,15,0,1,UDF,21,LDF,15,OTH,1
M,Municipality,M12082,Sulthan Bathery Municipality,18,Sulthan Bathery,36,36,1.0000,1,19,14,1,2,UDF,19,LDF,14,OTH,2
M,Municipality,M13053,Thaliparambu Municipality,8,Taliparamba,35,35,1.0000,1,17,15,3,0,UDF,17,LDF,15,NDA,3
M,Municipality,M13054,Koothuparamba Municipality,14,Kuthuparamba,29,29,1.0000,1,4,23,1,1,LDF,23,UDF,4,NDA,1
M,Municipality,M13055,Thalassery Municipality,13,Thalassery,53,53,1.0000,1,13,32,6,2,LDF,32,UDF,13,NDA,6
M,Municipality,M13056,Payyannur Municipality,6,Payyanur,46,46,1.0000,1,9,35,0,2,LDF,35,UDF,9,OTH,2
M,Municipality,M13083,Iritty Municipality,16,Peravoor,33,34,0.9706,2,13,16,4,1,LDF,16,UDF,13,NDA,4
M,Municipality,M13084,Panoor Municipality,14,Kuthuparamba,41,41,1.0000,1,23,14,3,1,UDF,23,LDF,14,NDA,3
M,Municipality,M13085,Sreekandapuram Municipality,9,Irikkur,31,31,1.0000,1,18,13,0,0,UDF,18,LDF,13,,
M,Municipality,M13086,Anthoor Municipality,8,Taliparamba,29,29,1.0000,1,0,29,0,0,LDF,29,,,,
M,Municipality,M14058,Kanhangad Municipality,4,Kanhangad,47,47,1.0000,1,20,20,4,3,UDF,20,LDF,20,NDA,4
M,Municipality,M14059,Kasaragod Municipality,2,Kasaragod,35,35,1.0000,1,24,1,12,2,UDF,24,NDA,12,OTH,2
